customerID,Churn,InternetService,StreamingTV,tenure,Contract,MonthlyCharges
7501-IWUNG,No,DSL,Yes,61,Two year,73.8
3055-OYMSE,No,Fiber optic,No,53,Month-to-month,73.8
8970-ANWXO,No,DSL,Yes,23,One year,73.75
4860-IJUDE,No,Fiber optic,No,13,Month-to-month,73.75
0491-KAPQG,No,Fiber optic,No,21,Month-to-month,73.7
7103-ZGVNT,No,DSL,Yes,69,One year,73.7
2474-LCNUE,No,DSL,Yes,23,Month-to-month,73.65
0947-MUGVO,Yes,Fiber optic,No,20,Month-to-month,73.65
8313-AFGBW,No,DSL,Yes,47,Two year,73.6
2498-XLDZR,No,DSL,No,32,Two year,73.6
6360-SVNWV,No,Fiber optic,No,31,Month-to-month,73.55
2192-OZITF,No,DSL,No,45,Two year,73.55
5921-NGYRH,No,Fiber optic,No,64,Month-to-month,73.55
0650-BWOZN,No,Fiber optic,No,18,Month-to-month,73.55
4922-CVPDX,No,DSL,Yes,26,Two year,73.5
5781-RFZRP,No,DSL,Yes,71,Two year,73.5
2577-GVSIL,No,DSL,Yes,35,One year,73.45
5327-XOKKY,No,DSL,Yes,72,Two year,73.45
0550-DCXLH,No,DSL,Yes,13,Month-to-month,73.35
5676-CFLYY,No,DSL,Yes,71,Two year,73.35
4849-PYRLQ,No,DSL,No,56,Two year,73.25
7916-VCCPB,No,Fiber optic,No,16,Month-to-month,73.25
7517-SAWMO,Yes,Fiber optic,No,19,Month-to-month,73.2
9903-LYSAB,No,Fiber optic,No,18,Month-to-month,73.15
5269-NRGDP,No,DSL,Yes,42,One year,73.15
8149-AIQCG,No,Fiber optic,No,39,Month-to-month,73.15
2101-RANCD,No,Fiber optic,No,55,Month-to-month,73.1
7690-KPNCU,No,DSL,Yes,64,One year,73.05
5949-HGVJL,No,DSL,Yes,26,Month-to-month,73.05
2851-STERV,No,DSL,Yes,35,One year,73.0
6384-VMJHP,No,DSL,No,72,Two year,73.0
0471-LVHGK,Yes,DSL,Yes,41,One year,73.0
4227-OJHAL,No,DSL,Yes,68,One year,73.0
6953-PBDIN,No,DSL,Yes,70,Two year,72.95
2256-YLYLP,No,DSL,Yes,68,Two year,72.95
7693-QPEFS,No,Fiber optic,No,52,Month-to-month,72.95
7471-MQPOS,No,DSL,No,71,One year,72.9
7128-GGCNO,No,Fiber optic,No,46,Month-to-month,72.8
9730-DRTMJ,No,DSL,Yes,32,One year,72.8
5924-IFQTT,No,DSL,Yes,13,Month-to-month,72.8
2616-UUTFK,No,DSL,Yes,33,Month-to-month,72.75
4547-LYTDD,Yes,Fiber optic,No,16,Month-to-month,72.65
4295-YURET,No,DSL,Yes,56,Two year,72.6
0687-ZVTHB,Yes,DSL,No,65,One year,72.45
9518-IMLHK,No,DSL,Yes,31,Month-to-month,72.45
9359-UGBTK,No,DSL,No,67,One year,72.35
4489-SNOJF,Yes,DSL,Yes,35,Month-to-month,72.25
9819-FBNSV,No,Fiber optic,No,37,Month-to-month,72.25
4737-AQCPU,No,DSL,No,72,Two year,72.1
4826-DXMUP,No,DSL,Yes,35,One year,72.1
9938-ZREHM,No,DSL,No,37,One year,72.1
2453-SAFNS,No,DSL,Yes,54,One year,72.1
2123-VSCOT,No,DSL,Yes,59,Two year,72.1
5130-YPIRV,No,DSL,Yes,62,Two year,72.0
4931-TRZWN,No,DSL,Yes,13,Month-to-month,71.95
7100-FQPRV,No,DSL,No,43,One year,71.9
0674-GCDXG,No,DSL,No,63,Two year,71.9
9822-BIIGN,No,DSL,No,53,Month-to-month,71.85
3755-JBMNH,Yes,Fiber optic,No,16,Month-to-month,71.8
5915-DGNVC,No,DSL,No,49,One year,71.8
3915-ODIYG,No,DSL,No,60,One year,71.75
7108-DGVUU,No,DSL,No,21,One year,71.7
7162-WPHPM,No,DSL,No,58,Two year,71.6
1352-VHKAJ,No,DSL,Yes,27,Month-to-month,71.6
8910-LEDAG,No,Fiber optic,No,34,Month-to-month,71.55
4890-VMUAV,No,DSL,No,63,One year,71.5
2824-DXNKN,No,DSL,Yes,72,Two year,71.45
0106-GHRQR,No,DSL,No,16,Month-to-month,71.4
8184-WMOFI,No,DSL,No,62,One year,71.4
7136-IHZJA,No,DSL,No,40,Month-to-month,71.35
6927-WTFIV,Yes,Fiber optic,No,20,Month-to-month,71.3
1769-GRUIK,No,Fiber optic,No,18,Month-to-month,71.1
6253-GNHWH,No,DSL,No,71,Two year,71.1
8331-ZXFOE,No,DSL,No,58,One year,71.1
0533-UCAAU,No,DSL,Yes,57,One year,71.1
2999-AANRQ,No,DSL,Yes,21,Two year,71.05
8851-RAGOV,No,DSL,No,25,Month-to-month,71.05
5136-RGMZO,No,DSL,Yes,31,Month-to-month,71.05
3923-CSIHK,Yes,Fiber optic,No,50,Month-to-month,71.05
2296-DKZFP,No,DSL,No,65,Two year,71.0
2065-MMKGR,No,DSL,Yes,29,One year,71.0
3677-TNKIO,Yes,Fiber optic,No,14,Month-to-month,71.0
9470-YFUYI,No,DSL,Yes,71,One year,71.0
4682-BLBUC,No,DSL,Yes,44,One year,70.95
2115-BFTIW,Yes,Fiber optic,No,25,Month-to-month,70.95
3533-UVMOM,No,DSL,No,68,Two year,70.95
1661-CZBAU,No,DSL,No,48,One year,70.95
5397-TUPSH,No,Fiber optic,No,65,One year,70.95
2077-DDHJK,No,DSL,No,68,Two year,70.9
3200-MNQTF,No,DSL,No,67,Two year,70.9
4903-CNOZC,No,DSL,No,29,One year,70.9
5846-NEQVZ,No,DSL,No,71,Two year,70.85
8016-ZMGMO,No,DSL,Yes,66,One year,70.85
9432-VOFYX,No,Fiber optic,No,17,Month-to-month,70.8
6685-GBWJZ,No,DSL,Yes,63,One year,70.8
3500-NSDOA,No,DSL,No,68,Two year,70.8
3021-VLNRJ,No,DSL,Yes,50,One year,70.8
0654-PQKDW,No,DSL,Yes,62,One year,70.75
0635-WKOLD,No,DSL,Yes,40,One year,70.75
9722-UJOJR,Yes,Fiber optic,No,29,Month-to-month,70.75
4186-ZBUEW,No,DSL,No,36,One year,70.7
4906-ZHGPK,No,DSL,Yes,54,One year,70.7
0973-KYVNF,No,DSL,Yes,72,Two year,70.65
1996-DBMUS,No,Fiber optic,No,48,Month-to-month,70.65
2361-UPSND,No,DSL,No,46,One year,70.6
1154-HYWWO,No,DSL,Yes,38,One year,70.6
1047-NNCBF,No,Fiber optic,No,20,Month-to-month,70.55
9365-SRSZE,No,Fiber optic,No,27,Month-to-month,70.55
9112-WSNPU,No,Fiber optic,No,35,Month-to-month,70.55
8550-XSXUQ,No,DSL,No,48,One year,70.55
1732-VHUBQ,Yes,Fiber optic,No,47,Month-to-month,70.55
6478-HRRCZ,No,DSL,No,32,One year,70.5
9584-EXCDZ,No,Fiber optic,No,17,Month-to-month,70.5
0263-FJTQO,No,DSL,Yes,50,Two year,70.5
6078-VESFR,No,Fiber optic,No,13,Month-to-month,70.45
6017-PPLPX,Yes,Fiber optic,No,20,Month-to-month,70.45
2294-DMMUS,No,DSL,Yes,62,Month-to-month,70.45
9565-JSNFM,Yes,Fiber optic,No,38,One year,70.45
3913-FCUUW,No,DSL,No,72,Two year,70.45
3211-ILJTT,Yes,Fiber optic,No,17,Month-to-month,70.4
2364-UFROM,No,DSL,Yes,30,One year,70.4
4067-HLYQI,No,Fiber optic,No,33,Month-to-month,70.4
0369-ZGOVK,No,Fiber optic,No,28,One year,70.4
4726-DLWQN,No,DSL,Yes,50,Month-to-month,70.35
7147-AYBAA,No,Fiber optic,No,37,Month-to-month,70.35
4188-PCPIG,No,DSL,Yes,57,Two year,70.35
9174-IHETN,No,Fiber optic,No,50,Two year,70.35
4644-PIZRT,No,DSL,Yes,17,One year,70.35
2884-GBPFB,Yes,Fiber optic,No,35,Month-to-month,70.3
7217-JYHOQ,No,DSL,No,24,Month-to-month,70.3
1137-DGOWI,No,DSL,No,30,One year,70.25
1041-RXHRA,Yes,Fiber optic,No,41,Month-to-month,70.25
7296-PIXQY,No,Fiber optic,No,14,Month-to-month,70.2
7359-SSBJK,Yes,DSL,Yes,64,Two year,70.2
6061-GWWAV,No,DSL,Yes,41,One year,70.2
9506-UXUSK,No,Fiber optic,No,13,Month-to-month,70.15
7657-DYEPJ,Yes,DSL,Yes,38,One year,70.15
7562-UXTPG,No,Fiber optic,No,13,Month-to-month,70.15
9378-FXTIZ,Yes,DSL,Yes,54,One year,70.15
9289-LBQVU,No,DSL,No,64,One year,70.15
7581-EBBOU,No,DSL,Yes,60,One year,70.15
2398-YPMUR,Yes,Fiber optic,No,13,Month-to-month,70.15
0556-FJEGU,No,DSL,Yes,58,Two year,70.1
2325-ZUSFD,Yes,DSL,Yes,57,One year,70.1
5696-JVVQY,No,DSL,No,48,Two year,70.1
1768-HNVGJ,No,DSL,No,45,Month-to-month,70.05
6641-XRPSU,Yes,Fiber optic,No,34,Month-to-month,70.0
3509-GWQGF,No,Fiber optic,No,24,Month-to-month,70.0
3884-HCSWG,Yes,Fiber optic,No,17,Month-to-month,70.0
6692-YQHXC,No,Fiber optic,No,16,Month-to-month,69.95
6288-CHQJB,No,DSL,No,54,Two year,69.95
7459-IMVYU,No,DSL,No,38,Month-to-month,69.95
8097-VBQTZ,No,DSL,Yes,54,Month-to-month,69.9
0916-KNFAJ,No,DSL,No,61,Two year,69.9
5996-EBTKM,No,DSL,No,67,Two year,69.9
0270-THENM,No,DSL,No,72,Two year,69.85
6463-MVYRY,No,DSL,Yes,57,Two year,69.85
0599-XNYDO,No,Fiber optic,No,20,Month-to-month,69.8
8630-FJLIB,No,Fiber optic,No,18,Month-to-month,69.8
5760-WRAHC,No,DSL,No,22,Month-to-month,69.75
0743-HNPFG,No,DSL,No,51,One year,69.75
4883-QICIH,Yes,Fiber optic,No,32,Month-to-month,69.75
8329-GWVPJ,No,Fiber optic,No,50,Month-to-month,69.75
0602-DDUML,No,DSL,Yes,57,Two year,69.75
7504-UWHNB,No,Fiber optic,No,25,Month-to-month,69.75
1172-VIYBP,No,DSL,No,53,Two year,69.7
4342-HFXWS,No,DSL,Yes,48,One year,69.7
2178-PMGCJ,No,Fiber optic,No,22,Month-to-month,69.7
5707-ZMDJP,No,DSL,Yes,53,Two year,69.7
0229-LFJAF,No,DSL,No,72,Two year,69.65
6557-BZXLQ,No,Fiber optic,No,16,Month-to-month,69.65
7798-JVXYM,No,DSL,Yes,14,Month-to-month,69.65
2391-IPLOP,No,DSL,Yes,50,One year,69.65
6429-SHBCB,No,DSL,Yes,19,Month-to-month,69.6
0667-NSRGI,No,DSL,No,48,One year,69.55
9565-FLVCG,No,DSL,No,65,Two year,69.55
3523-QRQLL,Yes,DSL,Yes,22,One year,69.5
6575-SUVOI,No,DSL,Yes,25,Month-to-month,69.5
8663-UPDGF,No,DSL,Yes,26,Month-to-month,69.5
3466-BYAVD,No,DSL,No,15,Month-to-month,69.5
6890-PFRQX,No,DSL,Yes,18,Month-to-month,69.5
7138-GIRSH,No,DSL,No,50,Two year,69.5
9767-FFLEM,No,Fiber optic,No,38,Month-to-month,69.5
1684-FLBGS,No,DSL,Yes,23,Month-to-month,69.5
6614-VBEGU,No,DSL,Yes,24,Month-to-month,69.45
8401-EMUWF,No,DSL,Yes,42,Month-to-month,69.4
0885-HMGPY,No,DSL,No,62,Two year,69.4
6332-FBZRI,No,DSL,No,67,One year,69.35
1544-JJMYL,No,DSL,Yes,27,One year,69.35
7924-GJZFI,No,Fiber optic,No,25,Month-to-month,69.3
4704-ERYFC,Yes,Fiber optic,No,22,Month-to-month,69.25
9091-WTUUY,No,DSL,Yes,64,Two year,69.25
9489-DEDVP,No,DSL,Yes,70,Two year,69.2
7197-VOJMM,No,DSL,No,67,Two year,69.2
3059-NGMXB,No,DSL,No,14,Month-to-month,69.2
8760-ZRHKE,No,DSL,Yes,71,One year,69.2
8221-HVAYI,No,DSL,No,35,Two year,69.15
9701-CDXHR,No,Fiber optic,No,51,Month-to-month,69.15
7594-LZNWR,No,Fiber optic,No,34,Month-to-month,69.15
3466-WAESX,No,DSL,No,16,Month-to-month,69.1
3280-MRDOF,No,DSL,Yes,30,Two year,69.1
3398-ZOUAA,Yes,Fiber optic,No,21,Month-to-month,69.1
4501-UYKBC,No,DSL,No,46,One year,69.1
7502-BNYGS,No,DSL,Yes,46,Month-to-month,69.1
0872-CASZJ,No,DSL,No,59,One year,69.1
1025-FALIX,No,Fiber optic,No,26,Month-to-month,69.05
1303-SRDOK,No,Fiber optic,No,55,Two year,69.05
8690-UPCZI,No,DSL,Yes,29,One year,69.05
8725-JEDFD,No,Fiber optic,No,27,Month-to-month,69.05
1703-MGIAB,No,DSL,Yes,17,Month-to-month,69.0
9609-BENEA,No,DSL,Yes,35,One year,69.0
9824-BEMCV,Yes,Fiber optic,No,17,Month-to-month,69.0
6227-HWPWX,Yes,Fiber optic,No,15,Month-to-month,69.0
6992-TKNYO,No,DSL,No,38,One year,69.0
2925-MXLSX,No,DSL,Yes,30,One year,68.95
4915-BFSXL,No,DSL,Yes,70,Two year,68.95
8263-OKETD,No,DSL,No,20,Month-to-month,68.9
9142-KZXOP,No,Fiber optic,No,44,Month-to-month,68.85
5766-XQXMQ,Yes,DSL,No,29,Month-to-month,68.85
9968-FFVVH,No,DSL,No,63,One year,68.8
4578-PHJYZ,No,DSL,Yes,52,One year,68.75
5829-NVSQN,No,DSL,No,23,One year,68.75
5791-KAJFD,No,DSL,No,56,One year,68.75
3948-KXDUF,No,DSL,No,66,Two year,68.75
8039-ACLPL,No,DSL,No,72,Two year,68.75
4114-QMKVN,No,DSL,No,56,One year,68.75
1840-BIUOG,No,DSL,Yes,20,One year,68.7
4560-WQAQW,No,DSL,No,59,One year,68.7
7855-DIWPO,No,Fiber optic,No,21,Month-to-month,68.65
1921-KYSAY,No,DSL,No,41,One year,68.6
7718-RXDGG,No,Fiber optic,No,15,Month-to-month,68.6
1338-CECEE,No,DSL,Yes,41,One year,68.5
5820-PTRYM,No,DSL,No,56,One year,68.45
1474-JUWSM,No,DSL,No,58,One year,68.4
7169-YWAMK,No,DSL,Yes,72,Two year,68.4
7799-DSEWS,No,DSL,Yes,18,Month-to-month,68.35
2845-KDHVX,No,DSL,No,64,Two year,68.3
5840-NVDCG,No,DSL,No,16,Two year,68.25
7112-OPOTK,Yes,Fiber optic,No,33,Month-to-month,68.25
6087-YPWHO,No,DSL,No,72,Two year,68.15
6368-NWMCE,No,DSL,No,38,Month-to-month,68.15
6252-DFGTK,No,DSL,No,37,One year,68.1
6897-RWMUB,No,DSL,No,61,Two year,68.05
5208-FVQKB,No,DSL,No,70,Two year,67.95
9993-LHIEB,No,DSL,No,67,Two year,67.85
8474-UMLNT,No,DSL,No,13,Month-to-month,67.8
5803-NQJZO,No,DSL,No,72,Two year,67.8
8738-JOKAR,No,DSL,No,42,One year,67.7
9871-ELEYA,No,DSL,Yes,34,Two year,67.65
1810-MVMAI,No,DSL,No,30,Month-to-month,67.6
0628-CNQRM,Yes,DSL,Yes,22,One year,67.5
3537-RYBHH,No,DSL,No,47,Month-to-month,67.45
6873-UDNLD,No,DSL,No,40,Month-to-month,67.45
2038-YSEZE,No,DSL,No,29,Month-to-month,67.45
7520-HQWJU,No,DSL,No,66,Month-to-month,67.45
9207-ZPANB,No,DSL,No,37,One year,67.45
9755-JHNMN,No,DSL,No,49,Two year,67.4
3796-ENZGF,No,DSL,No,63,Two year,67.25
5115-GZDEL,No,DSL,Yes,72,Two year,67.2
9253-VIFJQ,No,DSL,No,65,One year,67.05
8990-YOZLV,No,DSL,No,69,Two year,66.9
5176-OLSKT,No,DSL,No,66,Two year,66.9
9803-FTJCG,No,DSL,No,71,One year,66.85
1266-NZYUI,No,DSL,No,72,Two year,66.85
1866-DIOQZ,No,DSL,Yes,71,One year,66.8
1697-BCSHV,No,DSL,Yes,58,Month-to-month,66.8
7399-QHBJS,No,DSL,No,72,Two year,66.75
0820-FNRNX,No,DSL,No,17,Month-to-month,66.7
2257-BOVXD,No,DSL,Yes,14,Month-to-month,66.6
8338-QIUNR,No,DSL,No,72,Two year,66.5
4615-PIVVU,No,DSL,No,42,Two year,66.5
4174-LPGTI,Yes,DSL,No,41,One year,66.5
1697-NVVGY,No,DSL,Yes,19,Month-to-month,66.4
7036-ZZKBD,No,DSL,No,31,Month-to-month,66.4
1265-HVPZB,No,DSL,Yes,59,One year,66.4
5951-AOFIH,No,DSL,Yes,33,Month-to-month,66.4
6507-DTJZV,No,DSL,Yes,13,Month-to-month,66.4
9351-LZYGF,No,DSL,No,42,Month-to-month,66.4
7964-YESJC,No,DSL,No,24,Month-to-month,66.3
5018-LXQQG,No,DSL,No,30,Month-to-month,66.3
6171-ZTVYB,No,DSL,No,43,Month-to-month,66.25
4254-QPEDE,No,DSL,Yes,52,Two year,66.25
9330-DHBFL,No,DSL,No,23,One year,66.25
3850-OKINF,No,DSL,Yes,71,One year,66.2
6827-IEAUQ,No,DSL,No,27,One year,66.15
4942-VZZOM,No,DSL,Yes,64,One year,66.15
2676-SSLTO,No,DSL,Yes,49,Two year,66.15
3038-PQIUY,No,DSL,No,38,Month-to-month,66.15
0420-TXVSG,No,DSL,No,66,Two year,66.1
3301-LSLWQ,No,DSL,No,29,Month-to-month,66.1
5499-ECUTN,No,DSL,Yes,47,One year,66.05
0334-ZFJSR,No,DSL,No,55,One year,66.05
8623-ULFNQ,No,DSL,No,26,Month-to-month,66.05
9769-TSBZE,No,DSL,No,70,Two year,66.0
0708-LGSMF,No,DSL,No,13,Month-to-month,65.85
7113-HIPFI,No,DSL,No,66,Two year,65.85
3161-ONRWK,No,DSL,No,60,One year,65.85
4923-ADWXJ,No,DSL,No,25,Month-to-month,65.8
9055-MOJJJ,No,DSL,Yes,64,One year,65.8
0872-JCPIB,No,DSL,No,17,Month-to-month,65.75
0769-MURVM,No,DSL,Yes,72,Two year,65.7
0531-XBKMM,No,DSL,No,66,Two year,65.7
6374-AFWOX,No,DSL,No,46,Two year,65.65
4102-HLENU,No,DSL,No,67,Two year,65.65
2160-GPFXD,No,DSL,No,54,Two year,65.65
5360-XGYAZ,No,DSL,Yes,72,Two year,65.65
9114-AAFQH,No,DSL,No,48,One year,65.65
8908-NMQTX,No,DSL,Yes,72,Two year,65.6
4957-TIALW,No,DSL,No,15,One year,65.6
7349-ALMUX,No,DSL,No,37,Two year,65.6
4079-WWQQQ,No,DSL,Yes,72,Two year,65.55
6625-IUTTT,No,DSL,No,67,Two year,65.55
2581-VKIRT,No,DSL,No,59,One year,65.5
6115-ZTBFQ,No,DSL,Yes,72,Two year,65.5
7683-CBDKJ,Yes,DSL,Yes,14,Month-to-month,65.45
7541-YLXCL,Yes,DSL,No,36,One year,65.4
9209-NWPGU,No,DSL,Yes,44,One year,65.4
0297-RBCSG,No,DSL,No,19,One year,65.35
3703-TTEPD,No,DSL,Yes,21,Month-to-month,65.35
7054-DMVAS,No,DSL,Yes,54,Two year,65.3
3512-IZIKN,Yes,DSL,No,70,Two year,65.3
2930-UOTMB,Yes,DSL,No,31,Month-to-month,65.25
3969-JQABI,No,DSL,Yes,58,Month-to-month,65.25
9443-JUBUO,No,DSL,Yes,72,Two year,65.25
7184-LRUUR,No,DSL,Yes,22,One year,65.25
7994-XIRTR,No,DSL,No,54,One year,65.25
5446-DKWYW,No,DSL,Yes,61,One year,65.2
5127-BZENZ,No,DSL,Yes,56,One year,65.2
9578-VRMNM,Yes,DSL,No,16,Month-to-month,65.2
3957-HHLMR,No,DSL,No,70,One year,65.2
7781-HVGMK,No,DSL,Yes,72,Two year,65.2
4981-FLTMF,No,DSL,No,57,Month-to-month,65.2
2176-OSJUV,No,DSL,No,71,Two year,65.15
4795-WRNVT,No,DSL,Yes,40,Month-to-month,65.1
1221-GHZEP,No,DSL,No,62,Two year,65.1
9242-TKFSV,No,DSL,Yes,72,Two year,65.1
1852-XEMDW,No,DSL,No,22,Month-to-month,65.05
0303-UNCIP,No,DSL,No,41,One year,65.0
0708-SJDIS,No,DSL,Yes,34,Month-to-month,65.0
7691-KGKGP,No,DSL,Yes,53,Month-to-month,65.0
4381-MHQDC,No,DSL,No,47,Two year,65.0
8590-YFFQO,No,DSL,No,70,Two year,64.95
3179-GBRWV,No,DSL,No,21,Month-to-month,64.95
4334-HOWRP,No,DSL,Yes,72,Two year,64.95
8597-CTXVJ,No,DSL,No,70,One year,64.95
0895-LMRSF,No,DSL,Yes,23,One year,64.9
5614-DNZCE,No,DSL,No,58,Two year,64.9
7105-BENQF,No,DSL,No,15,One year,64.85
4223-BKEOR,No,DSL,No,21,One year,64.85
6718-BDGHG,No,DSL,Yes,43,One year,64.85
0484-FFVBJ,No,DSL,Yes,32,One year,64.85
5275-PMFUT,No,DSL,Yes,72,Two year,64.8
8204-YJCLA,No,DSL,Yes,72,Two year,64.8
3137-NYQQI,No,DSL,No,17,One year,64.8
2937-FTHUR,No,DSL,No,18,Month-to-month,64.8
7945-HLKEA,No,DSL,No,60,One year,64.75
6253-WRFHY,No,DSL,Yes,13,One year,64.75
9499-XPZXM,No,DSL,No,72,Two year,64.75
9018-PCIOK,No,DSL,No,55,Two year,64.75
3521-SYVOR,Yes,DSL,Yes,37,Month-to-month,64.75
8257-RZAHR,Yes,DSL,Yes,14,Month-to-month,64.7
6166-YIPFO,No,DSL,Yes,72,Two year,64.7
8773-HHUOZ,Yes,DSL,Yes,17,Month-to-month,64.7
3863-QSTYI,No,DSL,Yes,59,Month-to-month,64.65
7459-RRWQZ,Yes,DSL,No,15,Month-to-month,64.65
7032-LMBHI,No,DSL,Yes,37,One year,64.65
4872-VXRIL,No,DSL,No,56,One year,64.65
2535-PBCGC,No,DSL,Yes,70,Two year,64.55
2451-YMUXS,No,DSL,No,67,Two year,64.55
0096-FCPUF,No,DSL,No,30,Month-to-month,64.5
6440-DKQGE,No,DSL,Yes,30,One year,64.5
8845-LWKGE,No,DSL,Yes,30,One year,64.5
7361-YPXFS,No,DSL,No,28,Month-to-month,64.45
4139-DETXS,No,DSL,Yes,72,Two year,64.45
5456-ITGIC,No,DSL,Yes,72,Two year,64.45
7860-KSUGX,No,DSL,No,72,Two year,64.45
1104-FEJAM,No,DSL,No,28,Month-to-month,64.4
0866-QLSIR,Yes,DSL,No,34,One year,64.4
5825-XJOCM,No,DSL,No,48,One year,64.4
0384-RVBPI,No,DSL,No,20,Month-to-month,64.4
0361-HJRDX,No,DSL,Yes,68,Two year,64.35
1904-WAJAA,No,DSL,No,24,Two year,64.35
5203-XEHAX,No,DSL,No,34,One year,64.35
8777-PVYGU,No,DSL,Yes,52,One year,64.3
6371-NZYEG,No,DSL,Yes,16,Two year,64.25
7753-USQYQ,No,DSL,No,55,One year,64.2
2522-WLNSF,No,DSL,Yes,34,One year,64.2
3174-AKMAS,No,DSL,Yes,46,Two year,64.2
5815-HGGHV,No,DSL,No,20,One year,64.15
1177-XZBJL,No,DSL,No,53,One year,64.15
2954-PIBKO,No,DSL,No,69,Two year,64.15
9362-MWODR,No,DSL,Yes,40,Month-to-month,64.1
9281-CEDRU,No,DSL,Yes,68,Two year,64.1
8619-IJNDK,No,DSL,No,71,Two year,64.05
5756-OZRIO,No,DSL,No,61,One year,64.05
3308-JSGML,No,DSL,Yes,59,Two year,64.05
4003-OCTMP,No,DSL,No,31,One year,64.0
8100-HZZLJ,No,DSL,No,43,Month-to-month,63.95
2150-WLKUW,No,DSL,Yes,40,One year,63.9
6203-HBZPA,No,DSL,Yes,52,Two year,63.9
5387-ASZNZ,No,DSL,No,66,One year,63.85
8548-AWOFC,No,DSL,No,66,Month-to-month,63.85
0301-FIDRB,No,DSL,Yes,72,Two year,63.8
7771-CFQRQ,No,DSL,No,47,Two year,63.8
4967-WPNCF,No,DSL,Yes,72,Two year,63.7
2541-YGPKE,No,DSL,No,42,One year,63.7
5975-BAICR,No,DSL,No,36,One year,63.7
3402-XRIUO,No,DSL,No,22,Month-to-month,63.55
9786-YWNHU,No,DSL,No,63,Two year,63.55
0757-WCUUZ,No,DSL,No,54,Two year,63.35
1525-LNLOJ,No,DSL,Yes,66,Two year,63.3
4568-KNYWR,No,DSL,Yes,52,Two year,63.25
6366-XIVKZ,No,DSL,No,13,Month-to-month,63.15
2274-XUATA,No,DSL,Yes,72,Two year,63.1
3688-FTHLT,No,DSL,No,16,Month-to-month,63.05
4632-XJMEX,No,DSL,No,53,One year,62.85
0513-RBGPE,No,DSL,No,37,Two year,62.8
0022-TCJCI,Yes,DSL,No,45,One year,62.7
9259-PACGQ,Yes,DSL,No,34,Month-to-month,62.65
3563-SVYLG,No,DSL,No,68,Two year,62.65
9670-BPNXF,No,DSL,No,45,One year,62.55
8404-VIOMB,No,DSL,Yes,66,Two year,62.5
0257-KXZGU,No,DSL,No,32,Month-to-month,62.45
7931-PXHFC,Yes,DSL,No,38,One year,62.3
4808-YNLEU,No,DSL,Yes,35,One year,62.15
1194-BHJYC,No,DSL,Yes,61,Two year,62.15
8980-WQFWL,No,DSL,No,35,Month-to-month,62.1
1536-YHDOE,No,DSL,No,17,One year,62.1
0384-LPITE,No,DSL,Yes,40,One year,62.05
9798-DRYDS,No,DSL,No,17,One year,61.95
2408-PSJVE,No,DSL,No,44,Month-to-month,61.9
7707-PYBBH,No,DSL,No,40,Month-to-month,61.9
4418-LZMSV,No,DSL,No,13,Month-to-month,61.8
9782-LGXMC,No,DSL,No,49,Month-to-month,61.75
8992-OBVDG,No,DSL,No,21,Month-to-month,61.65
7000-WCEVQ,Yes,DSL,No,20,Month-to-month,61.6
0074-HDKDG,No,DSL,No,25,One year,61.6
4003-FUSHP,No,DSL,Yes,19,Month-to-month,61.55
9052-DHNKM,No,DSL,No,26,One year,61.55
2348-KCJLT,No,DSL,No,44,One year,61.5
1402-PTHGN,No,DSL,No,18,One year,61.5
4891-NLUBA,No,DSL,Yes,61,Two year,61.45
5338-YHWYT,No,DSL,No,37,Two year,61.45
6023-GSSXW,No,DSL,No,69,Two year,61.45
1699-UOTXU,No,DSL,No,60,Two year,61.4
9220-CXRSC,No,DSL,No,69,Two year,61.4
9715-SBVSU,No,DSL,No,14,Two year,61.4
3911-RSNHI,No,DSL,Yes,71,Two year,61.4
5061-PBXFW,No,DSL,No,32,Month-to-month,61.4
5317-FLPJF,No,DSL,Yes,66,Two year,61.35
4012-YCFAI,No,DSL,No,60,Two year,61.35
2580-ATZSQ,No,DSL,No,65,One year,61.35
1702-CCFNJ,No,DSL,No,52,Month-to-month,61.35
8788-DOXSU,No,DSL,No,59,One year,61.35
5181-OABFK,No,DSL,No,56,Two year,61.3
0020-JDNXP,No,DSL,Yes,34,One year,61.25
3727-OWVYD,No,DSL,No,35,One year,61.2
0336-KXKFK,No,DSL,Yes,72,Two year,61.2
5993-JSUWV,No,DSL,No,66,Two year,61.15
2150-UWTFY,Yes,DSL,No,22,Month-to-month,61.15
7470-DYNOE,No,DSL,No,53,One year,61.1
7670-ZBPOQ,No,DSL,No,58,One year,61.05
6402-SSEJG,No,DSL,Yes,25,One year,61.05
6603-YRDCJ,No,DSL,No,33,Two year,61.05
8221-EQDGL,No,DSL,No,35,Month-to-month,61.0
4636-OLWOE,No,DSL,No,54,One year,61.0
7722-VJRQD,No,DSL,Yes,72,Two year,60.95
3740-RLMVT,No,DSL,No,67,One year,60.95
5478-JJVZK,No,DSL,No,33,Month-to-month,60.9
4134-BSXLX,No,DSL,No,28,Month-to-month,60.9
2202-OUTMO,No,DSL,No,34,Month-to-month,60.85
6549-BTYPG,No,DSL,Yes,60,Two year,60.8
9955-QOPOY,No,DSL,Yes,69,One year,60.8
4086-ATNFV,No,DSL,No,34,One year,60.8
5862-BRIXZ,No,DSL,Yes,46,Two year,60.75
7105-MXJLL,No,DSL,No,26,One year,60.7
4730-AWNAU,No,DSL,Yes,36,One year,60.7
0993-OSGPT,No,DSL,No,68,One year,60.65
